# Pronunciations for the offline neural voice (KOKORO_G2P_LEXICON).
# Generated by `npm run build:g2p`; do not edit by hand.
# Archaic verb forms and biblical names the voice would otherwise spell
# out letter by letter. Format: word<TAB>IPA
meshullemeth	miːˈʃʌliːmɛθ
metest	mˈɛtᵻst
mezobaite	miːˈzoʊbɑːɪɾ
micaiah	maɪˈkɑːjɐ
michaiah	maɪˈkɑːjɐ
mightest	mˌaɪtᵻst
milcah	ˈmɪlkɑː
mindest	mˈaɪndᵻst
misael	ˈmɪsɐɛl
miscarrieth	mɪskˈæɹiəθ
mockest	mˈɑːkᵻst
morashtite	moʊˈɹæʃtɪt
mouest	mˈaʊᵻst
mournest	mˈɔːɹnᵻst
moveth	mˈuːvəθ
moza	ˈmoʊzɑː
mozah	ˈmoʊzɑː
multipliest	mˌʌltɪplˈaɪᵻst
multiplieth	mˌʌltɪplˈaɪəθ
naggai	ˈnæɡaɪ
nahaliel	nɑːˈhɑːlaɪɛl
nahallal	nɑːˈhælæl
nahalol	nɑːˈhælæl
naphtuhim	næfˈtuːhɪm
naum	ˈnɑːʌm
neah	ˈniːɐ
nebo	ˈniːboʊ
nebuzaradan	nɛbjuːzɑːɹˈɐdæn
neco	ˈniːkoʊ
nedabiah	nɛdɐˈbaɪɐ
needest	nˈiːdᵻst
neginah	niːˈdʒiːnɑː
neglectest	nᵻɡlˈɛktᵻst
nehemias	niːhiːˈmaɪæz
nehushta	niːˈhʌʃtɑː
nehushtan	niːˈhʌʃtæn
nephisim	ˈniːfɪʃ
nephthalim	ˈnɛfθɑːlɪm
nephtoah	nɛfˈtəɐ
nephusim	ˈniːfɪʃ
nergal	ˈnɑːɹɡæl
nethanel	niːˈðɐnɛl
nethaniah	nɛθɐˈnaɪɐ
nicanor	naɪˈkɑːnɔːɹ
nicopolis	naɪˈkɑːpoʊlɪs
nisroch	ˈnɪsɹɑːk
noadiah	nOɐˈdiɐ
noe	ˈnOiː
nophah	ˈnOfɑː
numberest	nˈʌmbɚᵻst
obal	ˈiːbæl
obeiest	oʊbˈeɪᵻst
obeieth	oʊbˈeɪəθ
oboth	ˈoʊboʊθ
obscureth	əbskjˈʊɹəθ
observeth	əbzˈɜːvəθ
occupieth	ˈɑːkjʊpˌaɪəθ
odollam	oʊˈdɑːlɐm
offendest	əfˈɛndᵻst
offerest	ˈɔfɚɹᵻst
ohad	ˈoʊhæd
ohel	ˈoʊhɛl
oholiab	oʊˈhoʊlaɪɑb
oholibamah	oʊhɑːlaɪˈbɑːmɑː
olympas	oʊˈlɪmpæs
onam	ˈoʊnɑː
ophni	ˈʌvnaɪ
ophrah	ˈʌvɹɑ
opposest	əpˈoʊzᵻst
oreb	ˈoʊɹɛb
oren	ˈoʊɹɛn
osee	ˈoʊzi
overthrowest	ˌoʊvɚθɹˈoʊᵻst
ozni	ˈɑznaɪ
pacatiana	pɑːkɑːtaɪˈɐnɑː
pacifieth	pˈæsᵻfˌaɪəθ
pagiel	ˈpɑːɡiːɛl
pai	ˈpɑːaɪ
paieth	pˈeɪəθ
paltiel	ˈpæltaɪɛl
parmashta	pɑːɹˈmæʃtɑː
parmenas	ˈpɑːɹmiːnɑːz
parshandatha	pɑːɹʃænˈdɑːθɑː
paruah	pɑːˈɹuːɐ
parvaim	pɑːɹˈvɑːɪm
passest	pˈæsᵻst
patrobas	ˈpætɹoʊbæs
pedaiah	piːˈdɑːjɐ
pelaiah	piːˈlɑjɐ
peniel	piːˈnaɪɛl
penuel	piːˈnuːɛl
peor	ˈpiːɔːɹ
perceiveth	pɚsˈiːvəθ
perfumeth	pˈɜːfjuːməθ
pergamos	ˈpɜːɡɑmɑːs
perizzite	ˈpɜːaɪzɪt
persecuteth	pˈɜːsɪkjˌuːtəθ
persuadeth	pɚswˈeɪdəθ
phalec	ˈfɑːlɛk
phanuel	fænˈjuːɛl
pharathon	ˈfɑːɹɐθɑːn
pharez	ˈpiːɹɛz
pheresites	ˈfɜːiːsɪts
pherezite	ˈfɜːiːzɪt
philetus	faɪˈlətuːz
philistim	faɪˈlɪstɪm
phinehas	ˈfɪniːæz
phoenice	fiːˈnaɪsiː
pierceth	pˈɪɹsəθ
pirathon	ˈpɜːɐθɑːn
pitiest	pˈɪɾiᵻst
pitieth	pˈɪɾiəθ
placeth	plˈeɪsəθ
plagueth	plˈeɪɡəθ
plantedest	plˈæntᵻdᵻst
playest	plˈeɪᵻst
pleasest	plˈiːzᵻst
pluckest	plˈʌkᵻst
polluteth	pəlˈuːtəθ
porcius	ˈfiːztuːz
possessest	pəzˈɛsᵻst
pourest	pˈɔːɹᵻst
practiseth	pɹˈæktɪsəθ
praiseth	pɹˈeɪzəθ
pranceth	pɹˈænsəθ
prayest	pɹˈeɪᵻst
preachest	pɹˈiːtʃᵻst
preest	pɹˈiːᵻst
preferreth	pɹɪfˈɜːəθ
preieth	pɹˈeɪəθ
prepareth	pɹɪpˈɛɹəθ
preserveth	pɹɪzˈɜːvəθ
presumeth	pɹɪzˈuːməθ
prevailest	pɹɪvˈeɪlᵻst
preventest	pɹɪvˈɛntᵻst
primest	pɹˈaɪmᵻst
procureth	pɹəkjˈʊɹəθ
produceth	pɹədˈuːsəθ
profaneth	pɹəfˈeɪnəθ
profitest	pɹˈɑːfɪtᵻst
promiseth	pɹˈɑːmɪsəθ
pronounceth	pɹənˈaʊnsəθ
prophecieth	pɹˈɑːfəsiəθ
prophesieth	pɹˈɑːfəsiəθ
prosperedest	pɹˈɑːspɚdᵻst
provideth	pɹəvˈaɪdəθ
provoketh	pɹəvˈoʊkəθ
ptolemais	tɑːliːˈmɑːɪz
puah	ˈpuːɐ
publius	ˈpʌblaɪʌs
purgeth	pˈɜːdʒəθ
purifieth	pjˈʊɹɹᵻfˌaɪəθ
purposeth	pˈɜːpəsəθ
pursueth	pɚsˈuːəθ
puteoli	puːˈtiːoʊlaɪ
putiel	ˈpuːtaɪɛl
puvah	ˈpuːɐ
quaketh	kwˈeɪkəθ
quickenest	kwˈɪkənᵻst
raamiah	ɹɑɐˈmaɪɐ
raamses	ɹɑˈɐmsɛz
raca	ˈɹɑkɑː
raddai	ˈɹædɐaɪ
raisest	ɹˈeɪzᵻst
ramathaim	ɹɑmɑːˈθɑːɪm
ramathite	ˈɹɑmæθɪɾ
rattleth	ɹˈæɾələθ
ravageth	ɹˈævɪdʒəθ
readest	ɹˈiːdᵻst
reaiah	ɹAˈɐjɐ
rebelleth	ɹˈɛbələθ
rebuketh	ɹᵻbjˈuːkəθ
receiveth	ɹᵻsˈiːvəθ
reckonest	ɹˈɛkənᵻst
reclineth	ɹᵻklˈaɪnəθ
recompenceth	ɹˌiːkəmpˈɛnsəθ
recompenseth	ɹˈɛkəmpˌɛnsəθ
recountest	ɹᵻkˈaʊntᵻst
redeemest	ɹᵻdˈiːmᵻst
redest	ɹˈɛdᵻst
reelaiah	ɹAɛlˈɐjɐ
refuseth	ɹᵻfjˈuːzəθ
regardest	ɹᵻɡˈɑːɹdᵻst
rehabiah	ɹAhɑːˈbaɪɐ
reignest	ɹˈeɪnᵻst
rejoiceth	ɹᵻdʒˈɔɪsəθ
relieth	ɹᵻlˈaɪəθ
relieveth	ɹᵻlˈiːvəθ
remainest	ɹᵻmˈeɪnᵻst
remaliah	ɹɛmɐˈlaɪɐ
rememberest	ɹᵻmˈɛmbɚᵻst
removeth	ɹᵻmˈuːvəθ
renderest	ɹˈɛndɚᵻst
rendest	ɹˈɛndᵻst
renounceth	ɹᵻnˈaʊnsəθ
repelleth	ɹᵻpˈɛləθ
repest	ɹˈɛpᵻst
rephaiah	ɹAˈfɑːjɐ
rephaim	ˈɹɛfɐɪm
rephidim	ˈɹɛfaɪdɪm
reproachest	ɹᵻpɹˈoʊtʃᵻst
reproveth	ɹᵻpɹˈuːvəθ
reputeth	ɹᵻpjˈuːtəθ
requireth	ɹᵻkwˈaɪɚəθ
rescueth	ɹˈɛskjuːəθ
reserveth	ɹɪzˈɜːvəθ
restoreth	ɹᵻstˈɔːɹəθ
restrainest	ɹᵻstɹˈeɪnᵻst
returnest	ɹᵻtˈɜːnᵻst
reu	ˈɹAjuː
reumah	ˈɹuːmɑː
revengeth	ɹᵻvˈɛndʒəθ
revileth	ɹᵻvˈaɪləθ
reviveth	ɹᵻvˈaɪvəθ
rewardest	ɹᵻwˈɔːɹdᵻst
rhegium	ˈɹAdʒaɪʌm
riseth	ɹˈaɪzəθ
rogelim	ˈɹoʊdʒiːlɪm
rohgah	ˈɹoʊɡɑ
ruhamah	ɹuːˈhɑːmɑː
ruleth	ɹˈuːləθ
sabie	ˈsɑːbaɪiː
sabtah	ˈsæbtɑː
sacrificeth	sˈækɹᵻfˌaɪsəθ
saddleth	sˈædələθ
saidest	sˈɛdᵻst
saiest	sˈaɪᵻst
salecah	ˈsæliːkɑː
salmanasar	sælmɑːˈnɑːsɑːɹ
salu	ˈsɑːluː
sanctifieth	sˈæŋktᵻfˌaɪəθ
sansannah	sænˈsænɐ
satest	sˈætᵻst
satisfiest	sˈæɾɪsfˌaɪᵻst
satisfieth	sˈæɾɪsfˌaɪəθ
savest	sˈeɪvᵻst
savorest	sˈeɪvɚᵻst
savourest	sˈeɪvɚᵻst
sawest	sˈɔːᵻst
saydest	sˈeɪdᵻst
scaleth	skˈeɪləθ
scarest	skˈɑːɹᵻst
scatterest	skˈæɾɚᵻst
scatterreth	skˈæɾɚəθ
sceva	ˈsiːvɑː
scoffest	skˈɔfᵻst
scornest	skˈɔːɹnᵻst
scourgeth	skˈɜːdʒəθ
secacah	siːˈkɑːkɑː
secureth	sᵻkjˈʊɹəθ
sedecias	sɛdiːˈsiːæz
seduceth	sᵻdˈuːsəθ
seekest	sˈiːkᵻst
seir	ˈsiːɜːɹ
seizeth	sˈiːzəθ
sela	ˈsiːlɑ
semachiah	sɛmɐˈkaɪɐ
sendest	sˈɛndᵻst
senuah	siːˈnuːɐ
separateth	sˈɛpɹətəθ
sepharvaim	sɛfɑːɹˈvɑːɪm
settleth	sˈɛɾələθ
sewest	sˈoʊᵻst
shaalabbin	ʃɑːɐˈlæbɪn
shaalbim	ʃɑːˈælbɪm
shaalbonite	ʃɑːælˈboʊnɪt
shaaraim	ʃɑːɐˈɹɑɪm
shaashgaz	ʃɑːˈæʃɡæz
shahazumah	ʃɑːhɑːˈzuːmɑː
shaketh	ʃˈeɪkəθ
shammua	ʃɑːˈmuːɐ
shammuah	ʃɑːˈmuːɐ
shareth	ʃˈɛɹəθ
sharuhen	ʃɑːˈɹuːhɛn
shaveth	ʃˈeɪvəθ
shealtiel	ʃiːˈɑːltaɪɛl
shebuel	ʃiːˈbuːɛl
sheddeth	ʃˈɛdəθ
shedeur	ˈʃɛdiːɜɹ
shelemiah	ʃɛliːˈmaɪɐ
shelomi	ʃiːˈloʊmaɪ
shelomoth	ʃiːˈloʊmɑːθ
shelumiel	ʃiːˈluːmaɪɛl
shemaiah	ʃiːˈmɑːjɐ
shemeber	ʃɛmˈiːbɜː
shemidah	ʃiːˈmaɪdɑː
shemiramoth	ʃiːˈmɪɹɐmɑːθ
shenazar	ʃiːˈnɑːzɑːɹ
shepham	ˈʃiːfæm
shepher	ˈʃiːfɜː
sherebiah	ʃɜːiːˈbaɪɐ
sherezer	ʃiːˈɹAzɜː
shicron	ˈʃɪkɹɑn
shiloah	ʃiˈloʊɐ
shilonite	ˈʃiloʊnɪt
shimeah	ˈʃɪmiːɐ
shochoh	ˈʃoʊkoʊ
shua	ˈʃuːɐ
shuhite	ˈʃuːhɪt
shulammite	ˈʃuːlɑmɪt
shulddest	ʃˈʌldᵻst
shuldest	ʃˈʌldᵻst
shumathites	ˈʃuːmæθɪts
shupham	ˈʃuːfæm
shushanchites	ʃuːˈʃænkɪts
shuthelah	ʃuːˈðəlɑ
sibraim	sɪbˈɹɑɪm
signifieth	sˈɪɡnɪfiəθ
sismai	ˈsɪsmaɪ
slanderest	slˈændɚᵻst
sleeth	slˈiːəθ
slewest	slˈuːᵻst
slippeth	slˈɪpəθ
smitest	smˈaɪtᵻst
smoketh	smˈoʊkəθ
sodi	ˈsoʊdi
sojournest	sˈoʊdʒɜːnᵻst
soreth	sˈɔːɹəθ
sosipater	soʊˈsɪpɐtɜː
sowedest	sˈoʊdᵻst
sowest	sˈoʊᵻst
spakest	spˈækᵻst
sparkleth	spˈɑːɹkələθ
speakest	spˈiːkᵻst
spedest	spˈɛdᵻst
spendest	spˈɛndᵻst
spieth	spˈaɪəθ
spoilest	spˈɔɪlᵻst
spreadest	spɹˈɛdᵻst
sprinkleth	spɹˈɪŋkələθ
squeezeth	skwˈiːzəθ
standest	stˈændᵻst
startleth	stˈɑːɹɾələθ
stealest	stˈiːlᵻst
steppeth	stˈɛpəθ
stirreth	stˈɜːəθ
stodest	stˈɑːdᵻst
stondest	stˈɑːndᵻst
stoneth	stˈoʊnəθ
stoodest	stˈʊdᵻst
stoonest	stˈuːnᵻst
stoppeth	stˈɑːpəθ
strangleth	stɹˈæŋɡələθ
stretchedest	stɹˈɛtʃtᵻst
striketh	stɹˈaɪkəθ
strippeth	stɹˈɪpəθ
striveth	stɹˈaɪvəθ
struckest	stɹˈʌkᵻst
studieth	stˈʌdiəθ
stumbleth	stˈʌmbələθ
sua	ˈsuːɐ
suah	ˈsuːɐ
subdueth	sʌbdˈuːəθ
sucathites	ˈsuːkæθɪts
succeedest	səksˈiːdᵻst
suckest	sˈʌkᵻst
suckleth	sˈʌkələθ
sufferest	sˈʌfɚᵻst
sufficeth	səfˈaɪsəθ
sukkiim	ˈsʌkaɪɪm
supplieth	səplˈaɪəθ
surnameth	sˈɜːneɪməθ
suspectest	sˈʌspɛktᵻst
talkest	tˈɔːkᵻst
tanhumeth	tænˈhuːmɛθ
tappuah	ˈtæpjuːɐ
tariest	tˈeɪɹiᵻst
tehinnah	tiːˈhɪnɐ
temeni	ˈtɛmiːnaɪ
terrifiest	tˈɛɹᵻfˌaɪᵻst
testifiest	tˈɛstᵻfˌaɪᵻst
testifieth	tˈɛstᵻfˌaɪəθ
thelasar	ðəˈlɑsɑːɹ
theth	ðəəθ
thinest	θˈɪnᵻst
thinkest	θˈɪŋkᵻst
threshest	θɹˈɛʃᵻst
threwest	θɹˈuːᵻst
tikvath	ˈtɪkvɑː
timotheus	taɪˈmoʊðiʌs
tireth	tˈaɪɚəθ
tirhakah	tɜːˈhɑːkɑː
tirzah	ˈtɜːzɑː
tizite	ˈtaɪzɪt
tobijah	təˈbaɪjɑː
togarmah	təˈɡɑːɹmɑː
toldest	tˈoʊldᵻst
tookest	tˈʊkᵻst
traffickest	tɹˈæfɪkᵻst
trampleth	tɹˈæmpələθ
transgressest	tɹænsɡɹˈɛsᵻst
travailest	tɹɐvˈeɪlᵻst
travelleth	tɹˈævələθ
treadest	tɹˈɛdᵻst
trembleth	tɹˈɛmbələθ
trickleth	tɹˈɪkələθ
triest	tɹˈaɪᵻst
trodest	tɹˈɑːdᵻst
troubleth	tɹˈʌbələθ
trueth	tɹˈuːəθ
trustedest	tɹˈʌstᵻdᵻst
trustest	tɹˈʌstᵻst
tryest	tɹˈaɪᵻst
tryphaena	tɹaɪˈfiːnɑː
tyeth	tˈaɪəθ
uel	ˈjuːɛl
ulai	ˈjuːlaɪ
ulam	ˈjuːlæm
understandest	ˌʌndɚstˈændᵻst
unno	ˈʌnoʊ
upholdest	ʌphˈoʊldᵻst
uprightest	ˈʌpɹaɪtᵻst
urgeth	ˈɜːdʒəθ
vaizatha	ˈɹoʊmənzɑːθɑː
vajezatha	ˈɹoʊmənzɑːθɑː
valiantest	vˈæliəntᵻst
vaniah	vɑːˈnaɪɐ
vauntageth	vˈɔːntɪdʒəθ
visitest	vˈɪzɪtᵻst
vowest	vˈaʊᵻst
vsest	vˈizᵻst
waitest	wˈeɪtᵻst
waketh	wˈeɪkəθ
walkest	wˈɔːkᵻst
wanderest	wˈɔndɚᵻst
warreth	wˈɔːɹəθ
wateredest	wˈɔːɾɚdᵻst
waterest	wˈɔːɾɚᵻst
waveth	wˈeɪvəθ
weakenest	wˈiːkənᵻst
wearieth	wˈɪɹiəθ
wenest	wˈɛnᵻst
wetest	wˈɛtᵻst
whisperest	wˈɪspɚᵻst
willest	wɪlᵻst
winnowest	wˈɪnoʊᵻst
wipeth	wˈaɪpəθ
withheldest	wɪðhˈɛldᵻst
withholdest	wɪðhˈoʊldᵻst
woldest	wˈoʊldᵻst
workest	wˈɜːkᵻst
worshippeth	wˈɜːʃɪpəθ
wotest	wˈɑːtᵻst
woundest	wˈuːndᵻst
wrappeth	ɹˈæpəθ
wrestleth	ɹˈɛsələθ
writest	ɹˈɪtᵻst
wroughtest	ɹˈɔːtᵻst
zaanannim	zɑːɐˈnænɪm
zaavan	ˈzɑːɐvæn
zair	ˈzɑːɜːɹ
zara	ˈzɑːɹɑ
zareah	ˈzɑːɹAɐ
zarephath	ˈzɑːɹiːfæθ
zartanah	zɑːɹˈtɑːnɑː
zaza	ˈzɑːzɑː
zebidah	ziˈbaɪdɑː
zebina	ziˈbaɪnɑː
zeboim	ziˈboʊɪm
zelophehad	ziˈloʊfiːhæd
zelzah	ˈzɛlzɑː
zephonites	ˈzifɑnɪts
zerahiah	zɜːɐˈhaɪɐ
zerahites	ˈziɹɑhɪts
zeruah	ziˈɹuːɐ
zerubbabel	ziˈɹʌbɐbɛl
zeruiah	ziɹuːˈaɪɐ
zoan	ˈzoʊɐn
zoar	ˈzoʊɑːɹ
zobebah	zoʊˈbiːbɑː
zophah	ˈzoʊfɑː
zoreah	ˈzoʊɹAɐ
zorobabel	zoʊˈɹɑːbɐbɛl
