From Verse	To Verse	Votes	#www.openbible.info CC-BY 2026-09-07
2Sam.16.11	2Sam.7.2	1
2Sam.16.11	2Kgs.19.37	3
2Sam.16.11	Isa.10.5-Isa.10.7	3
2Sam.16.11	Matt.10.21	3
2Sam.16.11	2Sam.12.11-2Sam.12.12	3
2Sam.16.11	2Sam.17.1-2Sam.17.4	2
2Sam.16.11	Gen.45.5	3
2Sam.16.11	Ezek.20.25	3
2Sam.16.12	2Thess.1.7	7
2Sam.16.12	Exod.3.7-Exod.3.8	5
2Sam.16.12	1Pet.4.12-1Pet.4.19	5
2Sam.16.12	Matt.5.11-Matt.5.12	9
2Sam.16.12	2Cor.4.17	6
2Sam.16.12	Exod.2.24-Exod.2.25	9
2Sam.16.12	Deut.23.5	10
2Sam.16.12	Gen.29.32-Gen.29.33	7
2Sam.16.12	Heb.12.10	10
2Sam.16.12	1Sam.1.11	7
2Sam.16.12	Ps.25.18	9
2Sam.16.12	Rom.8.28	9
2Sam.16.12	Isa.27.7	5
2Sam.16.13	Acts.23.23	2
2Sam.16.13	2Sam.16.5-2Sam.16.6	0
2Sam.16.15	2Sam.15.12	2
2Sam.16.15	2Sam.15.37	5
2Sam.16.16	2Sam.15.37	2
2Sam.16.16	Dan.6.6	2
2Sam.16.16	Dan.2.4	2
2Sam.16.16	1Kgs.1.34	2
2Sam.16.16	Dan.6.21	2
2Sam.16.16	1Kgs.1.25	3
2Sam.16.16	Matt.21.9	2
2Sam.16.16	Dan.5.10	2
2Sam.16.16	2Kgs.11.12	4
2Sam.16.16	1Sam.10.24	4
2Sam.16.17	Deut.32.6	4
2Sam.16.17	2Sam.19.25	7
2Sam.16.17	2Sam.15.32-2Sam.15.37	4
2Sam.16.17	Prov.18.24	4
2Sam.16.17	Prov.17.17	4
2Sam.16.18	2Sam.5.1-2Sam.5.3	2
2Sam.16.18	1Sam.16.13	3
2Sam.16.19	1Sam.29.8	2
2Sam.16.19	2Sam.15.34	5
2Sam.16.19	Gal.2.13	2
2Sam.16.19	1Sam.28.2	2
2Sam.16.19	Ps.55.21	5
2Sam.16.20	Matt.27.1	2
2Sam.16.20	Prov.21.30	2
2Sam.16.20	Ps.2.2	2
2Sam.16.20	Ps.37.12-Ps.37.13	2
2Sam.16.20	Acts.4.23-Acts.4.28	2
2Sam.16.20	Isa.29.15	2
2Sam.16.20	Exod.1.10	2
2Sam.16.20	Isa.8.10	2
2Sam.16.21	Gen.34.30	2
2Sam.16.21	Lev.20.11	2
2Sam.16.21	Gen.6.4	2
2Sam.16.21	1Sam.27.12	2
2Sam.16.21	2Sam.12.11	2
2Sam.16.21	2Sam.15.16	4
2Sam.16.21	1Kgs.2.22	2
2Sam.16.21	Gen.38.16	2
2Sam.16.21	2Sam.20.3	5
2Sam.16.21	1Sam.13.4	2
2Sam.16.21	Lev.18.8	3
2Sam.16.21	Gen.49.3-Gen.49.4	2
2Sam.16.21	Gen.35.22	2
2Sam.16.21	Zech.8.13	3
2Sam.16.21	2Sam.2.7	3
2Sam.16.21	1Kgs.2.17	2
2Sam.16.21	1Cor.5.1	2
2Sam.16.22	Isa.3.9	2
2Sam.16.22	Jer.8.12	2
2Sam.16.22	2Sam.12.11-2Sam.12.12	5
2Sam.16.22	Ezek.24.7	2
2Sam.16.22	Phil.3.19	2
2Sam.16.22	2Sam.20.3	4
2Sam.16.22	Jer.3.3	2
2Sam.16.22	2Sam.15.16	5
2Sam.16.22	2Sam.11.2	2
2Sam.16.22	Num.25.6	2
2Sam.16.23	2Sam.17.14	4
2Sam.16.23	2Sam.15.12	5
2Sam.16.23	1Cor.3.19-1Cor.3.20	3
2Sam.16.23	Ps.28.2	2
2Sam.16.23	1Pet.4.11	2
2Sam.16.23	Num.27.21	2
2Sam.16.23	Eccl.10.1	2
2Sam.16.23	Matt.11.25	2
2Sam.16.23	Jas.3.13-Jas.3.18	1
2Sam.16.23	Job.28.28	2
2Sam.16.23	Ps.19.7	2
2Sam.16.23	1Sam.30.8	2
2Sam.16.23	Jer.8.9	2
2Sam.16.23	2Sam.17.23	4
2Sam.16.23	Job.5.12	2
2Sam.16.23	Rom.1.22	2
2Sam.16.23	Jer.4.22	2
2Sam.16.23	Luke.16.8	2
2Sam.17.1	Ps.3.3-Ps.3.5	4
2Sam.17.1	Prov.1.16	3
2Sam.17.1	Ps.109.2-Ps.109.4	4
2Sam.17.1	Ps.4.8	4
2Sam.17.1	Isa.59.7-Isa.59.8	5
2Sam.17.1	Prov.4.16	4
2Sam.17.2	2Sam.16.14	5
2Sam.17.2	Zech.13.7	4
2Sam.17.2	Deut.25.18	3
2Sam.17.2	Matt.26.31	4
2Sam.17.2	1Kgs.22.31	5
2Sam.17.2	John.11.50	4
2Sam.17.2	Matt.21.38	3
2Sam.17.2	John.18.4-John.18.8	2
2Sam.17.3	Isa.48.22	2
2Sam.17.3	2Sam.3.21	2
2Sam.17.3	Isa.57.21	2
2Sam.17.3	1Thess.5.3	3
2Sam.17.4	1Sam.23.21	2
2Sam.17.4	Esth.1.21	2
2Sam.17.4	Esth.5.14	2
2Sam.17.4	1Sam.18.20-1Sam.18.21	2
2Sam.17.4	Rom.1.32	2
2Sam.17.4	2Chr.30.4	2
2Sam.17.5	2Sam.15.32-2Sam.15.37	2
2Sam.17.5	2Sam.16.16-2Sam.16.19	2
2Sam.17.7	Prov.31.8	2
2Sam.17.8	2Sam.21.18-2Sam.21.22	2
2Sam.17.8	Dan.7.5	3
2Sam.17.8	2Kgs.2.24	2
2Sam.17.8	Judg.18.25	2
2Sam.17.8	2Sam.23.18	2
2Sam.17.8	Heb.11.32-Heb.11.34	3
2Sam.17.8	1Sam.23.23	2
2Sam.17.8	2Sam.23.16	2
2Sam.17.8	Hos.13.8	6
2Sam.17.8	2Sam.23.8-2Sam.23.9	2
2Sam.17.8	2Sam.15.18	2
2Sam.17.8	Prov.17.12	3
2Sam.17.8	1Sam.16.18	4
2Sam.17.8	1Sam.17.50	2
2Sam.17.8	1Sam.17.34-1Sam.17.36	2
2Sam.17.8	Prov.28.15	2
2Sam.17.8	2Sam.23.20-2Sam.23.22	2
2Sam.17.8	1Chr.11.25-1Chr.11.47	2
2Sam.17.9	1Sam.22.1	2
2Sam.17.9	Josh.7.5	2
2Sam.17.9	Judg.20.32-Judg.20.33	2
2Sam.17.9	1Sam.24.3	2
2Sam.17.9	Josh.8.6	2
2Sam.17.9	1Sam.14.14-1Sam.14.15	2
2Sam.17.10	Deut.1.28	2
2Sam.17.10	Exod.15.15	2
2Sam.17.10	Num.24.8-Num.24.9	2
2Sam.17.10	1Sam.18.17	2
2Sam.17.10	2Sam.1.23	2
2Sam.17.10	Prov.28.1	2
2Sam.17.10	Isa.13.7	2
2Sam.17.10	2Sam.23.20	2
2Sam.17.10	Song.3.7	2
2Sam.17.10	Isa.19.1	2
2Sam.17.10	Josh.2.9-Josh.2.11	3
2Sam.17.10	Gen.49.9	2
2Sam.17.10	Heb.11.34	2
2Sam.17.11	1Kgs.20.10	2
2Sam.17.11	Ps.9.16	3
2Sam.17.11	Gen.13.16	2
2Sam.17.11	1Kgs.4.20	2
2Sam.17.11	Ps.7.15-Ps.7.16	2
2Sam.17.11	Josh.11.4	3
2Sam.17.11	Gen.22.17	6
2Sam.17.11	Judg.20.1	3
2Sam.17.11	2Sam.12.28	2
2Sam.17.11	2Sam.24.2	2
2Sam.17.12	Obad.1.3	2
2Sam.17.12	1Kgs.20.10	2
2Sam.17.12	2Kgs.19.24	2
2Sam.17.12	Isa.10.13-Isa.10.14	2
2Sam.17.12	2Kgs.18.23	2
2Sam.17.12	1Sam.23.23	2
2Sam.17.13	Mic.1.6	2
2Sam.17.13	Matt.24.2	3
2Sam.17.14	Deut.2.30	2
2Sam.17.14	2Sam.15.34	8
2Sam.17.14	Ps.9.16	2
2Sam.17.14	1Cor.1.19-1Cor.1.20	6
2Sam.17.14	2Chr.25.16	2
2Sam.17.14	Job.5.12-Job.5.14	4
2Sam.17.14	2Sam.16.23	3
2Sam.17.14	Luke.16.8	3
2Sam.17.14	Amos.9.3	2
2Sam.17.14	Prov.21.30	4
2Sam.17.14	2Chr.25.20	2
2Sam.17.14	2Sam.15.31	4
2Sam.17.14	Isa.8.10	5
2Sam.17.14	Exod.9.16	2
2Sam.17.14	Prov.19.21	5
2Sam.17.14	Ps.33.9-Ps.33.10	3
2Sam.17.14	Lam.3.37	3
2Sam.17.14	Gen.32.28	3
2Sam.17.14	1Cor.3.19	4
2Sam.17.15	2Sam.15.35-2Sam.15.36	2
2Sam.17.16	2Sam.15.28	7
2Sam.17.16	Ps.57.3	2
2Sam.17.16	Prov.6.4-Prov.6.5	2
2Sam.17.16	2Cor.5.4	3
2Sam.17.16	2Sam.17.21-2Sam.17.22	2
2Sam.17.16	2Sam.20.19-2Sam.20.20	2
2Sam.17.16	Matt.24.16-Matt.24.18	2
2Sam.17.16	2Sam.15.14	2
2Sam.17.16	Ps.55.8	2
2Sam.17.16	1Sam.20.38	2
2Sam.17.16	Ps.56.2	2
2Sam.17.16	1Cor.15.54	3
2Sam.17.16	Ps.35.25	2
2Sam.17.17	2Sam.15.27	5
2Sam.17.17	Josh.2.4-Josh.2.24	2
2Sam.17.17	1Kgs.1.9	2
2Sam.17.17	Josh.15.7	5
2Sam.17.17	2Sam.15.36	6
2Sam.17.17	Josh.18.16	5
2Sam.17.18	2Sam.19.16	2
2Sam.17.18	2Sam.16.5	4
2Sam.17.18	2Sam.3.16	5
2Sam.17.19	Josh.2.4-Josh.2.24	2
2Sam.17.19	Exod.1.19	3
2Sam.17.20	2Sam.15.34	2
2Sam.17.20	1Sam.19.12-1Sam.19.17	2
2Sam.17.20	Exod.1.19	4
2Sam.17.20	Josh.2.3-Josh.2.5	2
2Sam.17.20	1Sam.27.11-1Sam.27.12	2
2Sam.17.20	1Sam.21.2	2
2Sam.17.20	Josh.2.22-Josh.2.23	2
2Sam.17.21	2Sam.17.15-2Sam.17.16	4
2Sam.17.22	2Sam.17.24	2
2Sam.17.22	John.18.9	3
2Sam.17.22	Matt.10.16	3
2Sam.17.22	Prov.27.12	3
2Sam.17.22	Num.31.49	2
2Sam.17.23	Matt.27.5	9
2Sam.17.23	2Sam.15.31	3
2Sam.17.23	Prov.19.3	2
2Sam.17.23	1Sam.31.4-1Sam.31.5	2
2Sam.17.23	Job.31.3	2
2Sam.17.23	Ps.5.10	4
2Sam.17.23	2Sam.15.12	7
2Sam.17.23	Ps.55.23	2
2Sam.17.23	2Kgs.20.1	7
2Sam.17.23	Prov.16.18	2
2Sam.17.23	1Kgs.16.18	4
2Sam.17.24	2Sam.2.8	4
2Sam.17.24	Gen.32.2	4
2Sam.17.24	Josh.13.26	3
2Sam.17.25	2Sam.20.4	3
2Sam.17.25	2Sam.19.13	5
2Sam.17.25	1Kgs.2.5	3
2Sam.17.25	1Kgs.2.32	3
2Sam.17.25	2Sam.20.9-2Sam.20.12	4
2Sam.17.25	1Chr.2.16-1Chr.2.17	3
2Sam.17.25	1Chr.2.13	5
2Sam.17.26	Num.32.1-Num.32.42	2
2Sam.17.26	Deut.3.15	2
2Sam.17.26	Josh.17.1	2
2Sam.17.27	2Sam.10.1-2Sam.10.2	5
2Sam.17.27	2Sam.9.4	5
2Sam.17.27	2Sam.12.29-2Sam.12.30	2
2Sam.17.27	1Sam.11.1	4
2Sam.17.27	2Sam.12.26	3
2Sam.17.27	Ezra.2.61	4
2Sam.17.27	1Kgs.2.7	6
2Sam.17.27	2Sam.19.31-2Sam.19.39	2
2Sam.17.28	2Sam.16.1-2Sam.16.2	2
2Sam.17.28	1Sam.25.18	2
2Sam.17.28	Isa.32.8	2
2Sam.17.28	Obad.1.3	2
2Sam.17.29	2Sam.16.2	5
2Sam.17.29	Eccl.11.1-Eccl.11.2	2
2Sam.17.29	Phil.4.15-Phil.4.19	2
2Sam.17.29	1Sam.17.18	2
2Sam.17.29	Ps.84.11	2
2Sam.17.29	2Sam.17.2	2
2Sam.17.29	Isa.21.14	3
2Sam.17.29	Ps.34.8-Ps.34.10	2
2Sam.17.29	Judg.8.4-Judg.8.6	2
2Sam.17.29	Luke.8.3	2
2Sam.17.29	Rom.12.13	2
2Sam.17.29	2Sam.16.14	3
2Sam.17.29	Isa.58.7	2
2Sam.18.1	Josh.8.10	3
2Sam.18.1	1Sam.8.12	2
2Sam.18.1	Exod.17.9	2
2Sam.18.2	2Sam.17.11	2
2Sam.18.2	Ps.27.1-Ps.27.3	2
2Sam.18.2	Judg.7.16	4
2Sam.18.2	Judg.7.19	2
2Sam.18.2	Ps.118.6-Ps.118.8	2
2Sam.18.2	Ps.3.6	2
2Sam.18.2	2Sam.10.7-2Sam.10.10	2
2Sam.18.2	2Sam.15.19-2Sam.15.22	3
2Sam.18.2	Judg.9.43	2
2Sam.18.2	1Sam.11.11	2
2Sam.18.3	2Sam.17.2	2
2Sam.18.3	Exod.17.10-Exod.17.12	2
2Sam.18.3	Lam.4.20	2
2Sam.18.3	Zech.13.7	2
2Sam.18.3	2Sam.10.11	2
2Sam.18.3	1Kgs.22.31	2
2Sam.18.3	2Sam.21.17	5
2Sam.18.4	1Sam.29.2	2
2Sam.18.4	Isa.28.6	2
2Sam.18.4	2Sam.18.1	2
2Sam.18.4	2Sam.18.24	3
2Sam.18.5	Deut.21.18-Deut.21.21	3
2Sam.18.5	Luke.23.34	2
2Sam.18.5	2Sam.18.12	2
2Sam.18.5	2Sam.16.11	2
2Sam.18.5	2Sam.17.1-2Sam.17.4	2
2Sam.18.5	Ps.103.13	2
2Sam.18.5	2Sam.17.14	2
2Sam.18.6	Judg.12.4-Judg.12.6	3
2Sam.18.6	Josh.17.15	4
2Sam.18.6	Josh.17.18	5
2Sam.18.7	2Sam.2.26	2
2Sam.18.7	2Sam.19.41-2Sam.19.43	2
2Sam.18.7	2Chr.28.6	2
2Sam.18.7	Prov.11.21	2
2Sam.18.7	2Sam.2.17	2
2Sam.18.7	2Chr.13.16-2Chr.13.17	2
2Sam.18.7	2Sam.2.31	2
2Sam.18.7	Prov.24.21	3
2Sam.18.7	2Sam.15.6	2
2Sam.18.8	Judg.5.20-Judg.5.21	2
2Sam.18.8	1Kgs.20.30	2
2Sam.18.8	Ps.3.7	2
2Sam.18.8	Exod.15.10	4
2Sam.18.8	Josh.10.11	3
2Sam.18.8	Ps.43.1	2
2Sam.18.9	2Sam.18.14	2
2Sam.18.9	Ps.63.9-Ps.63.10	2
2Sam.18.9	Job.31.3	3
2Sam.18.9	Matt.27.5	1
2Sam.18.9	Deut.21.23	2
2Sam.18.9	Deut.27.20	2
2Sam.18.9	Jer.48.44	2
2Sam.18.9	2Sam.17.23	2
2Sam.18.9	2Sam.14.26	5
2Sam.18.9	Deut.27.16	2
2Sam.18.9	Prov.20.20	2
2Sam.18.9	Mark.7.10	2
2Sam.18.9	Gal.3.13	2
2Sam.18.9	Job.18.8-Job.18.10	2
2Sam.18.9	Prov.30.17	3
2Sam.18.12	2Sam.18.5	3
2Sam.18.13	2Sam.1.15-2Sam.1.16	2
2Sam.18.13	2Sam.4.10-2Sam.4.12	2
2Sam.18.13	2Sam.14.19-2Sam.14.20	4
2Sam.18.13	Heb.4.13	3
2Sam.18.14	2Sam.18.5	2
2Sam.18.14	Matt.12.40	2
2Sam.18.14	2Sam.14.30	2
2Sam.18.14	Judg.5.31	2
2Sam.18.14	Judg.4.21	2
2Sam.18.14	1Thess.5.3	2
2Sam.18.14	Judg.5.26	2
2Sam.18.14	Ps.45.5	2
2Sam.18.16	2Sam.20.22	4
2Sam.18.16	Num.10.2-Num.10.10	2
2Sam.18.16	2Sam.2.28	4
2Sam.18.16	1Cor.14.8	2
2Sam.18.17	2Sam.19.8	2
2Sam.18.17	Josh.7.26	5
2Sam.18.17	Jer.22.18-Jer.22.19	2
2Sam.18.17	Josh.10.27	2
2Sam.18.17	Prov.10.7	2
2Sam.18.17	2Sam.20.1	2
2Sam.18.17	2Sam.20.22	2
2Sam.18.17	Josh.8.29	5
2Sam.18.18	1Sam.15.12	3
2Sam.18.18	Gen.11.9	1
2Sam.18.18	Job.18.16-Job.18.17	1
2Sam.18.18	Gen.11.4	1
2Sam.18.18	Ps.49.11	1
2Sam.18.18	Dan.4.30	3
2Sam.18.18	Gen.14.17	4
2Sam.18.18	Ps.109.13	1
2Sam.18.18	Jer.22.30	-1
2Sam.18.18	Acts.1.18-Acts.1.19	2
2Sam.18.18	2Sam.14.27	3
2Sam.18.19	2Sam.17.17	2
2Sam.18.19	Ps.9.4	2
2Sam.18.19	Rom.12.19	2
2Sam.18.19	Ps.9.16	2
2Sam.18.19	2Sam.18.23	2
2Sam.18.19	Ps.7.8-Ps.7.9	2
2Sam.18.19	2Sam.15.36	5
2Sam.18.19	Ps.10.14	2
2Sam.18.19	2Sam.18.27-2Sam.18.29	2
2Sam.18.19	Ps.7.6	2
2Sam.18.19	Ps.10.18	2
2Sam.18.19	2Sam.18.31	3
2Sam.18.20	2Sam.18.29	2
2Sam.18.20	2Sam.18.5	2
2Sam.18.20	2Sam.18.27	2
2Sam.18.20	2Sam.17.16-2Sam.17.21	2
2Sam.18.20	2Sam.18.33	2
2Sam.18.22	Eph.5.4	2
2Sam.18.22	Rom.1.28	2
2Sam.18.23	John.20.4	3
2Sam.18.24	Isa.21.6-Isa.21.9	2
2Sam.18.24	Isa.21.11-Isa.21.12	2
2Sam.18.24	2Kgs.9.17-2Kgs.9.20	1
2Sam.18.24	Ezek.33.2-Ezek.33.7	2
2Sam.18.24	2Sam.13.34	2
2Sam.18.24	2Sam.18.4	2
2Sam.18.24	2Sam.19.8	3
2Sam.18.24	1Sam.4.13	2
2Sam.18.27	1Kgs.1.42	4
2Sam.18.27	Prov.25.25	2
2Sam.18.27	Rom.10.15	3
2Sam.18.27	2Kgs.9.20	5
2Sam.18.27	Prov.25.13	2
2Sam.18.27	Isa.52.7	2
2Sam.18.28	Ps.124.6	2
2Sam.18.28	2Sam.22.27	2
2Sam.18.28	Ps.31.8	2
2Sam.18.28	Ps.144.1-Ps.144.2	2
2Sam.18.28	1Sam.26.8	2
2Sam.18.28	2Sam.14.4	3
2Sam.18.28	Gen.24.27	2
2Sam.18.28	2Chr.20.26	2
2Sam.18.28	Gen.14.20	3
2Sam.18.28	2Sam.1.2	2
2Sam.18.28	Rev.19.1-Rev.19.3	2
2Sam.18.28	1Sam.24.18	2
2Sam.18.28	Ps.115.1	2
2Sam.18.29	2Sam.20.9	2
2Sam.18.29	2Sam.18.19-2Sam.18.20	2
2Sam.18.29	2Sam.18.22	3
2Sam.18.31	Ps.94.1-Ps.94.4	2
2Sam.18.31	2Sam.18.28	2
2Sam.18.31	Luke.18.7-Luke.18.8	2
2Sam.18.31	Deut.32.35-Deut.32.36	2
2Sam.18.31	2Sam.22.48-2Sam.22.49	2
2Sam.18.31	Ps.124.2-Ps.124.3	2
2Sam.18.31	2Sam.18.19	4
2Sam.18.31	Ps.58.10	2
2Sam.18.32	1Sam.25.26	4
2Sam.18.32	Judg.5.31	5
2Sam.18.32	2Sam.18.29	3
2Sam.18.32	Ps.68.1-Ps.68.2	3
2Sam.18.32	Dan.4.19	3
2Sam.18.33	2Sam.19.4	8
2Sam.18.33	Prov.10.1	4
2Sam.18.33	Prov.17.25	4
2Sam.18.33	2Sam.12.10-2Sam.12.23	4
2Sam.18.33	Jas.5.17	1
2Sam.18.33	Ps.103.13	4
2Sam.18.33	Exod.32.32	2
2Sam.18.33	Rom.9.3	2
2Sam.19.1	2Sam.18.33	2
2Sam.19.1	2Sam.18.14	3
2Sam.19.1	2Sam.18.20	2
2Sam.19.1	2Sam.18.5	3
2Sam.19.1	Prov.17.25	2
2Sam.19.1	2Sam.18.12	2
2Sam.19.2	Prov.19.12	2
2Sam.19.2	Prov.16.15	2
2Sam.19.3	2Sam.17.24	2
2Sam.19.3	2Sam.19.32	2
2Sam.19.3	Gen.31.27	2
2Sam.19.4	2Sam.18.33	4
2Sam.19.4	2Sam.15.30	4
2Sam.19.5	Ps.3.8	1
2Sam.19.5	Ps.18.47-Ps.18.48	1
2Sam.19.5	Neh.9.27	1
2Sam.19.6	Acts.23.5	2
2Sam.19.6	Job.34.18	2
2Sam.19.6	Prov.19.9-Prov.19.10	2
2Sam.19.6	2Sam.3.24-2Sam.3.25	2
2Sam.19.7	Gen.34.3	3
2Sam.19.7	Prov.19.15	2
2Sam.19.7	Ps.71.4-Ps.71.6	2
2Sam.19.7	Hos.2.14	2
2Sam.19.7	Ps.71.9-Ps.71.11	2
2Sam.19.7	Ps.71.18-Ps.71.20	2
2Sam.19.7	Ps.129.1-Ps.129.2	2
2Sam.19.7	Prov.14.28	4
2Sam.19.7	Isa.40.1	2
2Sam.19.8	2Sam.18.4	3
2Sam.19.8	2Sam.18.24	4
2Sam.19.8	2Kgs.14.12	2
2Sam.19.8	1Kgs.22.36	2
2Sam.19.8	2Sam.18.6-2Sam.18.8	2
2Sam.19.8	2Sam.19.3	2
2Sam.19.8	2Sam.15.2	2
2Sam.19.8	2Sam.18.17	2
2Sam.19.9	Jas.3.14-Jas.3.16	2
2Sam.19.9	1Sam.19.5	2
2Sam.19.9	1Sam.18.5-1Sam.18.7	2
2Sam.19.9	Gen.3.12-Gen.3.13	3
2Sam.19.9	2Sam.8.1-2Sam.8.14	3
2Sam.19.9	Exod.32.24	2
2Sam.19.9	2Sam.5.20	2
2Sam.19.9	2Sam.15.14	5
2Sam.19.9	1Sam.18.25	2
2Sam.19.9	1Sam.17.50	2
2Sam.19.10	Hos.8.4	2
2Sam.19.10	2Sam.15.12-2Sam.15.13	2
2Sam.19.10	Judg.18.9	2
2Sam.19.10	2Sam.18.14	2
2Sam.19.11	1Kgs.2.25-1Kgs.2.26	2
2Sam.19.11	Matt.5.16	2
2Sam.19.11	2Sam.15.29	4
2Sam.19.11	2Thess.3.9	2
2Sam.19.11	2Cor.5.20	2
2Sam.19.11	1Kgs.2.35	2
2Sam.19.11	2Sam.15.35-2Sam.15.36	2
2Sam.19.12	2Sam.5.1	4
2Sam.19.12	Eph.5.30	2
2Sam.19.12	Judg.9.2	2
2Sam.19.12	Gen.2.23	2
2Sam.19.13	2Sam.3.29-2Sam.3.30	3
2Sam.19.13	2Sam.8.16	4
2Sam.19.13	1Kgs.19.2	4
2Sam.19.13	2Sam.17.25	5
2Sam.19.13	2Sam.19.5-2Sam.19.7	3
2Sam.19.13	1Chr.2.16-1Chr.2.17	2
2Sam.19.13	2Sam.18.11	2
2Sam.19.13	Ruth.1.17	4
2Sam.19.13	1Chr.12.18	2
2Sam.19.14	Acts.4.32	3
2Sam.19.14	Ps.110.2-Ps.110.3	2
2Sam.19.14	Judg.20.1	5
2Sam.19.15	1Sam.11.14-1Sam.11.15	3
2Sam.19.15	Josh.5.9	4
2Sam.19.16	Prov.6.4-Prov.6.5	2
2Sam.19.16	2Sam.16.5-2Sam.16.13	4
2Sam.19.16	1Kgs.2.8	5
2Sam.19.16	Job.2.4	2
2Sam.19.16	1Kgs.2.36-1Kgs.2.46	2
2Sam.19.16	Matt.5.25	2
2Sam.19.17	2Sam.16.1-2Sam.16.4	4
2Sam.19.17	2Sam.9.10	3
2Sam.19.17	2Sam.9.2	4
2Sam.19.17	2Sam.19.26-2Sam.19.27	3
2Sam.19.18	Rev.3.9	2
2Sam.19.18	Ps.81.15	2
2Sam.19.18	Ps.66.3	2
2Sam.19.19	1Sam.25.25	2
2Sam.19.19	2Sam.13.20	2
2Sam.19.19	Matt.27.4	2
2Sam.19.19	Jer.31.34	2
2Sam.19.19	Isa.43.25	2
2Sam.19.19	2Sam.13.33	2
2Sam.19.19	Ps.32.2	2
2Sam.19.19	Eccl.10.4	2
2Sam.19.19	1Sam.22.15	5
2Sam.19.19	2Sam.16.5-2Sam.16.14	2
2Sam.19.19	1Sam.26.21	2
2Sam.19.19	Ps.79.8	2
2Sam.19.19	Rom.4.6-Rom.4.8	2
2Sam.19.19	2Cor.5.19	2
2Sam.19.19	Exod.10.16-Exod.10.17	2
2Sam.19.20	Gen.48.14	3
2Sam.19.20	Ps.78.34-Ps.78.37	3
2Sam.19.20	2Sam.19.9	3
2Sam.19.20	1Kgs.12.20	3
2Sam.19.20	1Kgs.12.25	3
2Sam.19.20	Gen.48.20	3
2Sam.19.20	Hos.5.15	3
2Sam.19.20	2Sam.16.5	3
2Sam.19.20	Jer.22.23	3
2Sam.19.20	Hos.4.15-Hos.4.17	3
2Sam.19.20	Hos.5.3	3
2Sam.19.21	1Sam.26.9	3
2Sam.19.21	Exod.22.28	5
2Sam.19.21	1Sam.24.6	2
2Sam.19.21	2Sam.16.5	2
2Sam.19.21	2Sam.16.7-2Sam.16.8	2
2Sam.19.21	1Kgs.21.10-1Kgs.21.11	2
2Sam.19.21	2Sam.16.13	2
2Sam.19.22	Isa.16.5	2
2Sam.19.22	2Sam.3.39	3
2Sam.19.22	Luke.9.54-Luke.9.56	2
2Sam.19.22	1Sam.26.8	2
2Sam.19.22	2Sam.16.10	5
2Sam.19.22	1Sam.11.13	6
2Sam.19.22	Matt.8.29	2
2Sam.19.23	1Kgs.2.46	4
2Sam.19.23	1Kgs.2.8-1Kgs.2.9	4
2Sam.19.23	1Sam.28.10	2
2Sam.19.23	Heb.6.16	2
2Sam.19.23	1Kgs.2.37	3
2Sam.19.23	1Sam.30.15	2
2Sam.19.24	2Sam.15.30	2
2Sam.19.24	2Sam.16.3	2
2Sam.19.24	Matt.6.16	2
2Sam.19.24	Rom.12.15	2
2Sam.19.24	Jer.41.5	2
2Sam.19.24	Heb.13.3	2
2Sam.19.24	Isa.15.2	2
2Sam.19.24	2Sam.9.6-2Sam.9.10	2
2Sam.19.25	2Sam.16.17	5
2Sam.19.26	2Sam.9.3	2
2Sam.19.26	2Sam.16.2-2Sam.16.3	2
2Sam.19.26	2Sam.4.4	2
2Sam.19.27	1Sam.29.9	4
2Sam.19.27	Jer.9.4	3
2Sam.19.27	Exod.20.16	2
2Sam.19.27	Ps.15.3	2
2Sam.19.27	Ps.101.5	2
2Sam.19.27	2Sam.16.3	4
2Sam.19.27	2Sam.14.20	5
2Sam.19.27	2Sam.14.17	5
2Sam.19.28	2Sam.21.6-2Sam.21.9	2
2Sam.19.28	2Sam.9.7-2Sam.9.8	2
2Sam.19.28	1Sam.26.16	2
2Sam.19.28	2Kgs.8.3	2
2Sam.19.28	Gen.32.10	2
2Sam.19.28	2Sam.9.10	4
2Sam.19.28	2Sam.9.13	6
2Sam.19.29	Deut.19.17-Deut.19.19	2
2Sam.19.29	Job.19.16-Job.19.17	2
2Sam.19.29	Ps.82.2	2
2Sam.19.29	Prov.18.13	2
2Sam.19.29	Ps.101.5	2
2Sam.19.29	Acts.18.15	2
2Sam.19.30	Phil.1.20	2
2Sam.19.30	2Sam.1.26	2
2Sam.19.30	Acts.20.24	2
2Sam.19.31	2Sam.17.27-2Sam.17.29	2
2Sam.19.31	Ezra.2.61	2
2Sam.19.31	1Kgs.2.7	6
2Sam.19.31	Neh.7.63	2
2Sam.19.32	Prov.16.31	4
2Sam.19.32	Gen.5.27	3
2Sam.19.32	2Sam.17.27-2Sam.17.29	2
2Sam.19.32	Gen.25.7	3
2Sam.19.32	Deut.34.7	5
2Sam.19.32	Gen.9.29	3
2Sam.19.32	Gen.47.28	3
2Sam.19.32	Ps.90.3-Ps.90.10	2
2Sam.19.32	Job.1.3	4
2Sam.19.32	1Sam.25.2	5
2Sam.19.32	Gen.50.26	2
2Sam.19.33	Luke.22.28-Luke.22.30	2
2Sam.19.33	2Sam.9.11	2
2Sam.19.33	Matt.25.34-Matt.25.40	2
2Sam.19.33	2Thess.1.7	2
2Sam.19.34	Gen.47.8-Gen.47.9	2
2Sam.19.34	Job.14.14	2
2Sam.19.34	Ps.39.5-Ps.39.6	2
